Store,Dept,Date,IsHoliday,Weekly_Pred,Wk
1,9,2011-11-25,True,44112.97517277423,47
1,9,2011-12-02,False,28632.449280296067,48
1,9,2011-12-09,False,28796.46290986732,49
1,9,2011-12-16,False,30074.562274892287,50
1,9,2011-12-23,False,44734.11662911342,51
1,9,2011-12-30,True,25233.803292212862,52
1,10,2011-11-04,False,31270.289646885292,44
1,10,2011-11-11,False,27628.337939599536,45
1,10,2011-11-18,False,27676.7719773477,46
1,10,2011-11-25,True,28700.308473674035,47
1,10,2011-12-02,False,27355.037308117277,48
1,10,2011-12-09,False,27903.2644588332,49
1,10,2011-12-16,False,28404.760491501853,50
1,10,2011-12-23,False,31881.052897476176,51
1,10,2011-12-30,True,26823.52725677633,52
1,11,2011-11-04,False,28326.798828833533,44
1,11,2011-11-11,False,22931.032029926057,45
1,11,2011-11-18,False,25545.93210070905,46
1,11,2011-11-25,True,32548.42493952475,47
1,11,2011-12-02,False,30403.026106520374,48
1,11,2011-12-09,False,30968.080454969,49
1,11,2011-12-16,False,31042.30226536432,50
1,11,2011-12-23,False,33673.11936711641,51
1,11,2011-12-30,True,24602.54853851481,52
1,12,2011-11-04,False,9451.801087005828,44
1,12,2011-11-11,False,11306.34035598925,45
1,12,2011-11-18,False,8198.231031396952,46
1,12,2011-11-25,True,10091.575863299826,47
1,12,2011-12-02,False,8258.860861253688,48
1,12,2011-12-09,False,7649.733819149127,49
1,12,2011-12-16,False,7613.144926276021,50
1,12,2011-12-23,False,7574.562495881726,51
1,12,2011-12-30,True,7340.231454290247,52
1,13,2011-11-04,False,39422.8939607392,44
1,13,2011-11-11,False,36967.65005596268,45
1,13,2011-11-18,False,37270.230981842215,46
1,13,2011-11-25,True,36761.193012328375,47
1,13,2011-12-02,False,36084.72871911446,48
1,13,2011-12-09,False,35437.66617397745,49
1,13,2011-12-16,False,34248.843313020916,50
1,13,2011-12-23,False,36733.18860946309,51
1,13,2011-12-30,True,33534.732894280365,52
1,14,2011-11-04,False,13955.859683810488,44
1,14,2011-11-11,False,14186.779029531202,45
1,14,2011-11-18,False,18337.284702050856,46
1,14,2011-11-25,True,37171.817497613534,47
1,14,2011-12-02,False,16147.548039332709,48
1,14,2011-12-09,False,20125.6536089863,49
1,14,2011-12-16,False,27036.53925901965,50
1,14,2011-12-23,False,45631.42668801961,51
1,14,2011-12-30,True,21269.63687380395,52
1,16,2011-11-04,False,4915.946955431225,44
1,16,2011-11-11,False,4897.332083448047,45
1,16,2011-11-18,False,3964.1347383509446,46
1,16,2011-11-25,True,6577.016511046058,47
1,16,2011-12-02,False,3235.8347873860585,48
1,16,2011-12-09,False,3212.8449565589663,49
1,16,2011-12-16,False,3540.8861559344077,50
1,16,2011-12-23,False,5669.481464545846,51
1,16,2011-12-30,True,3646.0788474882065,52
1,17,2011-11-04,False,8564.510385613276,44
1,17,2011-11-11,False,8413.683766327702,45
1,17,2011-11-18,False,9473.782144129931,46
1,17,2011-11-25,True,12770.501075271908,47
1,17,2011-12-02,False,9642.910885697782,48
1,17,2011-12-09,False,10786.870687949679,49
1,17,2011-12-16,False,12574.429675157087,50
1,17,2011-12-23,False,17936.024357432092,51
1,17,2011-12-30,True,9896.53668990362,52
1,18,2011-11-04,False,10960.975655039307,44
1,18,2011-11-11,False,8294.039571804926,45
1,18,2011-11-18,False,14303.077398951165,46
1,18,2011-11-25,True,33841.43816236267,47
1,18,2011-12-02,False,51725.20950217405,48
1,18,2011-12-09,False,47005.57286469791,49
1,18,2011-12-16,False,35139.99696785127,50
1,18,2011-12-23,False,24718.086042147013,51
1,18,2011-12-30,True,19977.172679680516,52
1,19,2011-11-04,False,998.9143379764992,44
1,19,2011-11-11,False,1148.5352606084114,45
1,19,2011-11-18,False,1112.6129716308221,46
1,19,2011-11-25,True,1177.6614879459971,47
1,19,2011-12-02,False,1414.5633350860885,48
1,19,2011-12-09,False,1452.1734191346566,49
1,19,2011-12-16,False,1395.8515674993723,50
1,19,2011-12-23,False,1231.9683362993114,51
1,19,2011-12-30,True,590.4003631286284,52
1,20,2011-11-04,False,2791.584703299654,44
1,20,2011-11-11,False,3103.854676022274,45
1,20,2011-11-18,False,2924.2912883068084,46
1,20,2011-11-25,True,5310.3680039331575,47
1,20,2011-12-02,False,2483.8297449865017,48
1,20,2011-12-09,False,2646.154379959244,49
1,20,2011-12-16,False,2987.536886546885,50
1,20,2011-12-23,False,3821.0364543988417,51
1,20,2011-12-30,True,2825.762839026759,52
1,21,2011-11-04,False,7329.953337206283,44
1,21,2011-11-11,False,8019.1652349750175,45
1,21,2011-11-18,False,7608.14646212023,46
1,21,2011-11-25,True,9252.790132655995,47
1,21,2011-12-02,False,8050.159587580407,48
1,21,2011-12-09,False,8319.250521361055,49
1,21,2011-12-16,False,9549.168635828097,50
1,21,2011-12-23,False,12342.280437085468,51
1,21,2011-12-30,True,7251.993450057693,52
1,22,2011-11-04,False,8368.473972085027,44
1,22,2011-11-11,False,8058.440741862883,45
1,22,2011-11-18,False,8688.289687650415,46
1,22,2011-11-25,True,16960.600209370074,47
1,22,2011-12-02,False,8904.82391611561,48
1,22,2011-12-09,False,10938.856256611214,49
1,22,2011-12-16,False,13424.003966970957,50
1,22,2011-12-23,False,17949.91589250182,51
1,22,2011-12-30,True,10104.994980959913,52
1,23,2011-11-04,False,25172.014264920617,44
1,23,2011-11-11,False,21209.12827930212,45
1,23,2011-11-18,False,21633.40663789949,46
1,23,2011-11-25,True,32003.57512019269,47
1,23,2011-12-02,False,24862.783129143907,48
1,23,2011-12-09,False,31495.05599475798,49
1,23,2011-12-16,False,38726.99374361086,50
1,23,2011-12-23,False,57390.58280781048,51
1,23,2011-12-30,True,24269.878153366284,52
1,24,2011-11-04,False,7236.222346784234,44
1,24,2011-11-11,False,5647.198069931794,45
1,24,2011-11-18,False,6293.472627047576,46
1,24,2011-11-25,True,10929.443636673346,47
1,24,2011-12-02,False,8634.505672218784,48
1,24,2011-12-09,False,11945.683969955047,49
1,24,2011-12-16,False,11985.120486017031,50
1,24,2011-12-23,False,12868.75191799412,51
1,24,2011-12-30,True,4258.098874080291,52
1,25,2011-11-04,False,9641.344187146507,44
1,25,2011-11-11,False,8264.021842103397,45
1,25,2011-11-18,False,8853.108123103233,46
1,25,2011-11-25,True,11545.97006753238,47
1,25,2011-12-02,False,9635.588079192821,48
1,25,2011-12-09,False,10372.176587077778,49
1,25,2011-12-16,False,11724.064853281938,50
1,25,2011-12-23,False,16699.418532254385,51
1,25,2011-12-30,True,8340.977913268602,52
1,26,2011-11-04,False,9476.616060045208,44
1,26,2011-11-11,False,6717.136521440023,45
1,26,2011-11-18,False,7399.534605164761,46
1,26,2011-11-25,True,10385.112122934022,47
1,26,2011-12-02,False,7140.012392103981,48
1,26,2011-12-09,False,8376.725245784732,49
1,26,2011-12-16,False,9602.182390793438,50
1,26,2011-12-23,False,13295.990613734315,51
1,26,2011-12-30,True,4510.053076441745,52
1,27,2011-11-04,False,1576.5532694108424,44
1,27,2011-11-11,False,1698.4284345185665,45
1,27,2011-11-18,False,1873.2456467162222,46
1,27,2011-11-25,True,2004.1065736029436,47
1,27,2011-12-02,False,2179.468488077012,48
1,27,2011-12-09,False,2703.0247659533934,49
1,27,2011-12-16,False,3267.6385595489346,50
1,27,2011-12-23,False,3916.5458288731884,51
1,27,2011-12-30,True,1775.9326825841354,52
1,28,2011-11-04,False,739.6531000927474,44
1,28,2011-11-11,False,756.1576854942689,45
1,28,2011-11-18,False,776.773248806324,46
1,28,2011-11-25,True,658.5979866081395,47
1,28,2011-12-02,False,633.6904799912799,48
1,28,2011-12-09,False,934.0809405624233,49
1,28,2011-12-16,False,954.8049726711479,50
1,28,2011-12-23,False,796.5052710521704,51
1,28,2011-12-30,True,461.24968809217364,52
1,29,2011-11-04,False,4633.7243142690295,44
1,29,2011-11-11,False,4257.745067262184,45
1,29,2011-11-18,False,4251.583909151982,46
1,29,2011-11-25,True,6544.8640923827,47
1,29,2011-12-02,False,5264.126296338476,48
1,29,2011-12-09,False,6286.646555286434,49
1,29,2011-12-16,False,8339.940516083732,50
1,29,2011-12-23,False,13084.235217531068,51
1,29,2011-12-30,True,5763.442806443629,52
1,30,2011-11-04,False,2815.18471361819,44
1,30,2011-11-11,False,2478.005371776978,45
1,30,2011-11-18,False,2556.9939551788048,46
1,30,2011-11-25,True,2982.4171591681657,47
1,30,2011-12-02,False,2179.2590946226464,48
1,30,2011-12-09,False,2388.0723563208667,49
1,30,2011-12-16,False,2691.893943760814,50
1,30,2011-12-23,False,3775.4663931763894,51
1,30,2011-12-30,True,2995.838762826701,52
1,31,2011-11-04,False,2366.0009945412057,44
1,31,2011-11-11,False,1724.3389157796803,45
1,31,2011-11-18,False,2160.582643444697,46
1,31,2011-11-25,True,3074.032105765412,47
1,31,2011-12-02,False,3059.557631418804,48
1,31,2011-12-09,False,3676.0236146001052,49
1,31,2011-12-16,False,4309.36567555799,50
1,31,2011-12-23,False,5622.489772238952,51
1,31,2011-12-30,True,2633.5215661899106,52
1,32,2011-11-04,False,5804.473089351326,44
1,32,2011-11-11,False,6766.324940192238,45
1,32,2011-11-18,False,6736.599806740537,46
1,32,2011-11-25,True,9585.326624792835,47
1,32,2011-12-02,False,9516.685216169624,48
1,32,2011-12-09,False,11950.74547518817,49
1,32,2011-12-16,False,17512.147505346675,50
1,32,2011-12-23,False,39902.544564789125,51
1,32,2011-12-30,True,11958.597851849037,52
1,33,2011-11-04,False,6367.818572760123,44
1,33,2011-11-11,False,5314.504888429401,45
1,33,2011-11-18,False,5188.664317563618,46
1,33,2011-11-25,True,9570.467974010026,47
1,33,2011-12-02,False,7443.567518689855,48
1,33,2011-12-09,False,9499.396805515622,49
1,33,2011-12-16,False,10317.050178747868,50
1,33,2011-12-23,False,12828.345321833373,51
1,33,2011-12-30,True,4292.136729513937,52
1,34,2011-11-04,False,10229.084049395387,44
1,34,2011-11-11,False,10434.07683740397,45
1,34,2011-11-18,False,10086.72950490069,46
1,34,2011-11-25,True,15038.052780368762,47
1,34,2011-12-02,False,9735.293566821987,48
1,34,2011-12-09,False,11243.093841741651,49
1,34,2011-12-16,False,12515.319534684697,50
1,34,2011-12-23,False,16819.854886109515,51
1,34,2011-12-30,True,9129.604417742552,52
1,35,2011-11-04,False,2979.544088867864,44
1,35,2011-11-11,False,2485.1355342208653,45
1,35,2011-11-18,False,2934.007302954687,46
1,35,2011-11-25,True,2858.8588538213335,47
1,35,2011-12-02,False,2682.269123908378,48
1,35,2011-12-09,False,3047.2894921450147,49
1,35,2011-12-16,False,3329.291047753877,50
1,35,2011-12-23,False,4263.444345135415,51
1,35,2011-12-30,True,2455.0259587550186,52
1,36,2011-11-04,False,1523.360675649101,44
1,36,2011-11-11,False,1547.4772332755756,45
1,36,2011-11-18,False,1631.3613765192906,46
1,36,2011-11-25,True,2321.3423687981963,47
1,36,2011-12-02,False,1932.5297262210565,48
1,36,2011-12-09,False,2128.540362816556,49
1,36,2011-12-16,False,2384.1903086881175,50
1,36,2011-12-23,False,3324.3777550259956,51
1,36,2011-12-30,True,1168.7284278970246,52
1,37,2011-11-04,False,2619.9073647529017,44
1,37,2011-11-11,False,2573.334350548904,45
1,37,2011-11-18,False,2490.0962270535683,46
1,37,2011-11-25,True,2365.857566864412,47
1,37,2011-12-02,False,2284.5056249463078,48
1,37,2011-12-09,False,2218.7218454381023,49
1,37,2011-12-16,False,2267.8340660925587,50
1,37,2011-12-23,False,2397.703342360405,51
1,37,2011-12-30,True,2398.676957103277,52
1,38,2011-11-04,False,69835.1159377963,44
1,38,2011-11-11,False,69374.44597497088,45
1,38,2011-11-18,False,58893.845353339275,46
1,38,2011-11-25,True,42545.57286705725,47
1,38,2011-12-02,False,74248.6241987419,48
1,38,2011-12-09,False,58050.41770316966,49
1,38,2011-12-16,False,64172.35152938387,50
1,38,2011-12-23,False,46115.74667959538,51
1,38,2011-12-30,True,53475.01992015724,52
1,40,2011-11-04,False,62729.76906271931,44
1,40,2011-11-11,False,58868.80297714747,45
1,40,2011-11-18,False,57729.23418065848,46
1,40,2011-11-25,True,53484.734757447884,47
1,40,2011-12-02,False,60615.6505702627,48
1,40,2011-12-09,False,61369.39596012022,49
1,40,2011-12-16,False,60694.8565388578,50
1,40,2011-12-23,False,67710.61646195505,51
1,40,2011-12-30,True,58698.672683841316,52
1,41,2011-11-04,False,1666.450315695728,44
1,41,2011-11-11,False,987.4851382348961,45
1,41,2011-11-18,False,1116.2451831917008,46
1,41,2011-11-25,True,1967.1079353299315,47
1,41,2011-12-02,False,1043.9467144927598,48
1,41,2011-12-09,False,1341.7962893979839,49
1,41,2011-12-16,False,1962.6472950987368,50
1,41,2011-12-23,False,3140.169786469167,51
1,41,2011-12-30,True,1361.7440193044915,52
1,42,2011-11-04,False,7509.6020157936555,44
1,42,2011-11-11,False,8290.18820828276,45
1,42,2011-11-18,False,8109.20091916959,46
1,42,2011-11-25,True,7132.643592544426,47
1,42,2011-12-02,False,6985.300860042802,48
1,42,2011-12-09,False,7049.036959572616,49
1,42,2011-12-16,False,6504.666591958763,50
1,42,2011-12-23,False,6770.515445872598,51
1,42,2011-12-30,True,5684.518630466466,52
1,44,2011-11-04,False,4849.656073305779,44
1,44,2011-11-11,False,4546.703575620331,45
1,44,2011-11-18,False,4578.1114582532155,46
1,44,2011-11-25,True,8399.43336513186,47
1,44,2011-12-02,False,5871.262870805925,48
1,44,2011-12-09,False,6337.907175139044,49
1,44,2011-12-16,False,6987.047507110283,50
1,44,2011-12-23,False,7681.574983337679,51
1,44,2011-12-30,True,3559.7646360590325,52
1,45,2011-11-04,False,0.7627478822773135,44
1,45,2011-11-11,False,10.806889951044855,45
1,45,2011-11-18,False,8.37132999174121,46
1,45,2011-12-02,False,13.954630894242133,48
1,45,2011-12-09,False,13.954630894242133,49
1,45,2011-12-23,False,13.954630894242133,51
1,45,2011-12-30,True,13.954630894242133,52
1,46,2011-11-04,False,18775.021045122598,44
1,46,2011-11-11,False,18067.403676895414,45
1,46,2011-11-18,False,18406.367480002613,46
1,46,2011-11-25,True,19674.22925345071,47
1,46,2011-12-02,False,21093.450853469774,48
1,46,2011-12-09,False,24422.838536617826,49
1,46,2011-12-16,False,31687.13538939262,50
1,46,2011-12-23,False,51981.90500181935,51
1,46,2011-12-30,True,28136.075638057024,52
1,47,2011-12-23,False,88.60466752203797,51
1,48,2011-11-04,False,1175.1433705723903,44
1,48,2011-11-11,False,758.5001988353906,45
1,48,2011-11-18,False,1731.1533201763232,46
1,48,2011-11-25,True,1145.0551244912203,47
1,48,2011-12-02,False,726.0078887971758,48
1,48,2011-12-09,False,1532.0228468552275,49
1,48,2011-12-16,False,1381.7502889050027,50
1,48,2011-12-23,False,2591.780096051068,51
1,48,2011-12-30,True,1358.8017033433368,52
1,49,2011-11-04,False,14189.555780890798,44
1,49,2011-11-11,False,10167.876644812539,45
1,49,2011-11-18,False,11520.53611358715,46
1,49,2011-11-25,True,8676.577030420498,47
1,49,2011-12-02,False,10429.723756745972,48
1,49,2011-12-09,False,10908.472100098685,49
1,49,2011-12-16,False,9844.174809824843,50
1,49,2011-12-23,False,9798.9034574832,51
1,49,2011-12-30,True,10056.846708935604,52
1,52,2011-11-04,False,2210.1607052824993,44
1,52,2011-11-11,False,2400.1509167010345,45
1,52,2011-11-18,False,2256.918462479068,46
1,52,2011-11-25,True,3588.837959235663,47
1,52,2011-12-02,False,2969.2475249748286,48
1,52,2011-12-09,False,3021.7326459507035,49
1,52,2011-12-16,False,2860.711661674863,50
1,52,2011-12-23,False,3219.650289595309,51
1,52,2011-12-30,True,1633.7240243308306,52
1,54,2011-11-04,False,-86.69513451684942,44
1,54,2011-11-11,False,-93.74477393638553,45
1,54,2011-11-18,False,-85.33500863872213,46
1,54,2011-11-25,True,-60.042486975362756,47
1,54,2011-12-02,False,-26.62989883129229,48
1,54,2011-12-09,False,-115.94290672648675,49
1,54,2011-12-16,False,-33.64016030436358,50
1,54,2011-12-23,False,41.56488561783009,51
1,54,2011-12-30,True,-73.90331465941598,52
1,55,2011-11-04,False,11451.382479499052,44
1,55,2011-11-11,False,16055.777451635728,45
1,55,2011-11-18,False,13997.739405158409,46
1,55,2011-11-25,True,31908.916953351414,47
1,55,2011-12-02,False,17241.948280758654,48
1,55,2011-12-09,False,20513.017242494174,49
1,55,2011-12-16,False,25306.81856503344,50
1,55,2011-12-23,False,44992.7388877982,51
1,55,2011-12-30,True,26019.112701750637,52
1,56,2011-11-04,False,1257.63211638866,44
1,56,2011-11-11,False,1156.5029988143688,45
1,56,2011-11-18,False,1277.3841036678155,46
1,56,2011-11-25,True,2651.5151742039716,47
1,56,2011-12-02,False,3927.5427397052563,48
1,56,2011-12-09,False,4123.309158277156,49
1,56,2011-12-16,False,3077.8985052691924,50
1,56,2011-12-23,False,1208.9562335807973,51
1,56,2011-12-30,True,634.3800037822684,52
1,58,2011-11-04,False,1605.0046651954272,44
1,58,2011-11-11,False,1977.0916779368783,45
1,58,2011-11-18,False,1683.078985987984,46
1,58,2011-11-25,True,2349.8224207269554,47
1,58,2011-12-02,False,1804.65418002331,48
1,58,2011-12-09,False,1194.728585927719,49
1,58,2011-12-16,False,1588.5668600952088,50
1,58,2011-12-23,False,2582.1629480208403,51
1,58,2011-12-30,True,1460.6990291901463,52
1,59,2011-11-04,False,165.1271211373247,44
1,59,2011-11-11,False,538.5078785832086,45
1,59,2011-11-18,False,609.9438948035075,46
1,59,2011-11-25,True,1093.724640157758,47
1,59,2011-12-02,False,1833.624885059,48
1,59,2011-12-09,False,3796.0985885917053,49
1,59,2011-12-16,False,7871.486254721438,50
1,59,2011-12-23,False,16049.292976873941,51
1,59,2011-12-30,True,7031.68814826698,52
1,60,2011-11-04,False,1326.8842134040137,44
1,60,2011-11-11,False,1005.8352509337326,45
1,60,2011-11-18,False,869.6323496997861,46
1,60,2011-11-25,True,910.0111618549055,47
1,60,2011-12-02,False,1331.8374967902093,48
1,60,2011-12-09,False,1356.8419781670423,49
1,60,2011-12-16,False,2204.128018369747,50
1,60,2011-12-23,False,1217.185130637611,51
1,60,2011-12-30,True,848.397779555649,52
1,67,2011-11-04,False,5190.161203856149,44
1,67,2011-11-11,False,5162.651834572391,45
1,67,2011-11-18,False,5496.162903917175,46
1,67,2011-11-25,True,4589.6183215306055,47
1,67,2011-12-02,False,4590.903544196984,48
1,67,2011-12-09,False,6765.5398941905,49
1,67,2011-12-16,False,10262.216932375593,50
1,67,2011-12-23,False,14065.165820195958,51
1,67,2011-12-30,True,5460.652809949862,52
1,71,2011-11-04,False,2215.207271206982,44
1,71,2011-11-11,False,2530.1252938476446,45
1,71,2011-11-18,False,2283.5575747420858,46
1,71,2011-11-25,True,4614.733335584358,47
1,71,2011-12-02,False,2442.733554835759,48
1,71,2011-12-09,False,2299.221656626659,49
1,71,2011-12-16,False,2529.2327266413913,50
1,71,2011-12-23,False,4009.502932470584,51
1,71,2011-12-30,True,2728.2769983440585,52
1,72,2011-11-04,False,38432.402631094155,44
1,72,2011-11-11,False,44600.808546084096,45
1,72,2011-11-18,False,35599.819004739285,46
1,72,2011-11-25,True,197165.44229435507,47
1,72,2011-12-02,False,47111.79422839687,48
1,72,2011-12-09,False,54328.36801108862,49
1,72,2011-12-16,False,69828.45637436757,50
1,72,2011-12-23,False,109043.41217685059,51
1,72,2011-12-30,True,53347.51130947955,52
1,74,2011-11-04,False,10288.740222483984,44
1,74,2011-11-11,False,9713.967671784156,45
1,74,2011-11-18,False,9060.461514893686,46
1,74,2011-11-25,True,19717.354559892803,47
1,74,2011-12-02,False,9073.711410250162,48
1,74,2011-12-09,False,8365.95211980827,49
1,74,2011-12-16,False,8851.19069707306,50
1,74,2011-12-23,False,14230.376014250372,51
1,74,2011-12-30,True,12672.25068202751,52
1,77,2011-11-25,True,0.0,47
1,77,2011-12-02,False,0.0,48
1,79,2011-11-04,False,40829.65131327805,44
1,79,2011-11-11,False,31101.236423102804,45
1,79,2011-11-18,False,28958.713580306707,46
1,79,2011-11-25,True,28744.079753833852,47
1,79,2011-12-02,False,36635.46773214654,48
1,79,2011-12-09,False,32838.33067489243,49
1,79,2011-12-16,False,31529.024939799994,50
1,79,2011-12-23,False,33977.51945473473,51
1,79,2011-12-30,True,25819.826877633746,52
1,80,2011-11-04,False,16382.665277501661,44
1,80,2011-11-11,False,16613.046866409255,45
1,80,2011-11-18,False,17365.08551023204,46
1,80,2011-11-25,True,17271.09404642418,47
1,80,2011-12-02,False,14215.769793702695,48
1,80,2011-12-09,False,17552.728879232367,49
1,80,2011-12-16,False,18447.14993945056,50
1,80,2011-12-23,False,20655.63646915723,51
1,80,2011-12-30,True,16054.822476534984,52
1,81,2011-11-04,False,29303.230197961435,44
1,81,2011-11-11,False,29317.791532611845,45
1,81,2011-11-18,False,28906.48268740316,46
1,81,2011-11-25,True,29971.348223983743,47
1,81,2011-12-02,False,27294.144202531297,48
1,81,2011-12-09,False,29119.350298744866,49
1,81,2011-12-16,False,28563.79251178345,50
1,81,2011-12-23,False,29805.951291185404,51
1,81,2011-12-30,True,25012.134375319194,52
1,82,2011-11-04,False,23444.097532231608,44
1,82,2011-11-11,False,22286.460340520196,45
1,82,2011-11-18,False,22996.19127384427,46
1,82,2011-11-25,True,26034.210408814695,47
1,82,2011-12-02,False,26781.51745118582,48
1,82,2011-12-09,False,31390.621233089914,49
1,82,2011-12-16,False,41064.94590524721,50
1,82,2011-12-23,False,62677.40654335323,51
1,82,2011-12-30,True,29531.910941572176,52
1,83,2011-11-04,False,4617.268412405045,44
1,83,2011-11-11,False,4750.045387828868,45
1,83,2011-11-18,False,3962.715801484424,46
1,83,2011-11-25,True,3249.9255488948215,47
1,83,2011-12-02,False,3945.1131992747264,48
1,83,2011-12-09,False,4868.861028035038,49
1,83,2011-12-16,False,5246.369107040585,50
1,83,2011-12-23,False,6406.217432449291,51
1,83,2011-12-30,True,5135.836678289908,52
1,85,2011-11-04,False,3066.2096986074066,44
1,85,2011-11-11,False,3821.75707408509,45
1,85,2011-11-18,False,3132.1921695687843,46
1,85,2011-11-25,True,2547.286848235486,47
1,85,2011-12-02,False,3684.129119422759,48
1,85,2011-12-09,False,4778.70458885467,49
1,85,2011-12-16,False,6678.770569360431,50
1,85,2011-12-23,False,7586.570387555066,51
1,85,2011-12-30,True,3687.4777504734307,52
1,87,2011-11-04,False,68332.31593964866,44
1,87,2011-11-11,False,53915.56961217313,45
1,87,2011-11-18,False,48380.13604682803,46
1,87,2011-11-25,True,55025.57420531766,47
1,87,2011-12-02,False,67108.9015042572,48
1,87,2011-12-09,False,60745.52136736567,49
1,87,2011-12-16,False,55385.08513517393,50
1,87,2011-12-23,False,61974.37224258011,51
1,87,2011-12-30,True,56787.817157371246,52
1,90,2011-11-04,False,86623.81886280896,44
1,90,2011-11-11,False,86456.32362644307,45
1,90,2011-11-18,False,87226.8067301595,46
1,90,2011-11-25,True,98032.42002803452,47
1,90,2011-12-02,False,79982.17914928307,48
1,90,2011-12-09,False,87265.72901784844,49
1,90,2011-12-16,False,90163.6906827656,50
1,90,2011-12-23,False,107570.51249003777,51
1,90,2011-12-30,True,80094.41941254989,52
1,91,2011-11-04,False,63676.7755964641,44
1,91,2011-11-11,False,68819.36862763092,45
1,91,2011-11-18,False,63950.57826045052,46
1,91,2011-11-25,True,59928.26962040084,47
1,91,2011-12-02,False,56824.42709695187,48
1,91,2011-12-09,False,66869.99655815853,49
1,91,2011-12-16,False,65286.00937815612,50
1,91,2011-12-23,False,64473.26604668776,51
1,91,2011-12-30,True,53244.79322006967,52
1,92,2011-11-04,False,144940.3754903552,44
1,92,2011-11-11,False,151171.05482054406,45
1,92,2011-11-18,False,158001.35841558842,46
1,92,2011-11-25,True,177220.23175032387,47
1,92,2011-12-02,False,127590.60494407822,48
1,92,2011-12-09,False,149924.45555689197,49
1,92,2011-12-16,False,157622.11505198764,50
1,92,2011-12-23,False,179226.1449472785,51
1,92,2011-12-30,True,118481.83512710992,52
1,93,2011-11-04,False,77964.12414311433,44
1,93,2011-11-11,False,86045.67833067491,45
1,93,2011-11-18,False,87116.59456435,46
1,93,2011-11-25,True,87552.92543755636,47
1,93,2011-12-02,False,65480.64428861884,48
1,93,2011-12-09,False,78184.0997328415,49
